"","date","trend","tmin1","tmin2","tmin3","tmin4","tmin5","tmin6","tmin7","tmin8","tmin9","tmin10","tmin11"
"2012-01-01","2012-01-01",0.556600856134781,NA,NA,0.165925377290636,NA,NA,NA,NA,0.0467395852749106,NA,NA,NA
"2012-02-01","2012-02-01",0.559402496156717,NA,0.0474075072379004,0.163035695337218,NA,NA,NA,NA,NA,NA,NA,NA
"2012-03-01","2012-03-01",0.560138758278183,NA,0.0461185555558588,0.163281414974986,NA,NA,NA,NA,NA,NA,NA,NA
"2012-04-01","2012-04-01",0.560543522830614,NA,0.0462801995850097,0.162948644972973,NA,NA,NA,NA,NA,NA,NA,NA
"2012-05-01","2012-05-01",0.559158345080204,NA,NA,0.161912975795712,NA,NA,NA,NA,0.0484563155148352,NA,NA,NA
"2012-06-01","2012-06-01",0.560342055797044,NA,NA,0.16072925780179,NA,NA,NA,NA,0.0486132104919014,NA,NA,NA
"2012-07-01","2012-07-01",0.559693323699905,NA,NA,0.161393045560435,NA,NA,NA,NA,0.048493302687871,NA,NA,NA
"2012-08-01","2012-08-01",0.559988959530388,NA,NA,0.160367803469085,NA,NA,NA,NA,0.0490306325551638,NA,NA,NA
"2012-09-01","2012-09-01",0.561061866567375,NA,NA,0.160574977346201,NA,NA,NA,NA,0.049313154355815,NA,NA,NA
"2012-10-01","2012-10-01",0.560613572422802,NA,NA,0.160638883653613,NA,NA,NA,NA,0.0487219052612771,NA,NA,NA
"2012-11-01","2012-11-01",0.55967219587697,NA,NA,0.161340049325826,NA,NA,NA,NA,0.0485422803877299,NA,NA,NA
"2012-12-01","2012-12-01",0.559798321754606,NA,NA,0.160398731652251,NA,NA,NA,NA,0.0486373662907496,NA,NA,NA
"2013-01-01","2013-01-01",0.559763404751989,NA,NA,0.159348638540511,NA,NA,NA,NA,0.048322180171472,NA,NA,NA
"2013-02-01","2013-02-01",0.558736344467345,NA,NA,0.160993514064267,NA,NA,NA,NA,0.0494450880010635,NA,NA,NA
"2013-03-01","2013-03-01",0.557798551241399,NA,NA,0.161361682323098,NA,NA,NA,NA,0.0503026861607303,NA,NA,NA
"2013-04-01","2013-04-01",0.55779825966888,NA,NA,0.160541098418193,NA,NA,NA,NA,0.0505215731096241,NA,NA,NA
"2013-05-01","2013-05-01",0.559236293856914,NA,NA,0.160344857159452,NA,NA,NA,NA,0.0489732048112558,NA,NA,NA
"2013-06-01","2013-06-01",0.558943478052171,NA,NA,0.159920855426504,NA,NA,NA,NA,0.0483292900798441,NA,NA,NA
"2013-07-01","2013-07-01",0.55967493374766,NA,NA,0.158551100221328,NA,NA,NA,NA,0.0491500094544516,NA,NA,NA
"2013-08-01","2013-08-01",0.560576765420444,NA,NA,0.157212521581361,NA,NA,NA,NA,0.0496787936087334,NA,NA,NA
"2013-09-01","2013-09-01",0.561140531925542,NA,NA,0.15669142752745,NA,NA,NA,NA,0.0494353702570386,NA,NA,NA
"2013-10-01","2013-10-01",0.560299701856312,NA,NA,0.158335436345166,NA,NA,NA,NA,0.0497075298695753,NA,NA,NA
"2013-11-01","2013-11-01",0.560970912289072,NA,NA,0.158802447523802,NA,NA,NA,NA,0.0490905753591781,NA,NA,NA
"2013-12-01","2013-12-01",0.561255917932942,NA,NA,0.15934113967295,NA,NA,NA,NA,0.0486491074635241,NA,NA,NA
"2014-01-01","2014-01-01",0.562549650978906,NA,NA,0.157812731273895,NA,NA,NA,NA,0.0485987335116551,NA,NA,NA
"2014-02-01","2014-02-01",0.562133761923592,NA,NA,0.157549172052096,NA,NA,NA,NA,0.0479904085432044,NA,NA,NA
"2014-03-01","2014-03-01",0.56233918197212,NA,NA,0.157761525781158,NA,NA,NA,NA,0.0473408728056178,NA,NA,NA
"2014-04-01","2014-04-01",0.562434095521951,NA,NA,0.15677178986918,NA,NA,NA,NA,0.0471617239604489,NA,NA,NA
"2014-05-01","2014-05-01",0.562792588074191,NA,NA,0.155890030542134,NA,NA,NA,NA,0.0475026653497086,NA,NA,NA
"2014-06-01","2014-06-01",0.56356011000742,NA,NA,0.1538024899281,NA,NA,NA,NA,0.0478973271796396,NA,NA,NA
"2014-07-01","2014-07-01",0.564421680944748,NA,NA,0.15341107627911,NA,NA,NA,NA,0.0480570106726564,NA,NA,NA
"2014-08-01","2014-08-01",0.563241029987622,NA,0.0475776342518693,0.155790387128962,NA,NA,NA,NA,NA,NA,NA,NA
"2014-09-01","2014-09-01",0.562417185796725,NA,0.0485636794198714,0.155228067933929,NA,NA,NA,NA,NA,NA,NA,NA
"2014-10-01","2014-10-01",0.56378615562685,NA,0.0484816996702011,0.153171252846489,NA,NA,NA,NA,NA,NA,NA,NA
"2014-11-01","2014-11-01",0.563748509527225,NA,0.0491490989798839,0.152061026557379,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-01","2014-12-01",0.563841212831092,NA,0.0496717593418913,0.15196110649343,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01","2015-01-01",0.564079134567315,NA,0.0502140293053806,0.153286741817784,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-01","2015-02-01",0.564804937329171,NA,0.0509726617510131,0.152207074601799,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-01","2015-03-01",0.565708645774292,NA,0.052248576122914,0.150255582396347,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-01","2015-04-01",0.56584156881306,NA,0.0518390629071678,0.151517822978576,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-01","2015-05-01",0.565367359419666,NA,0.0510948813461204,0.152871098932376,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-01","2015-06-01",0.563060778402408,NA,0.0504120990360401,0.160085484246182,NA,NA,NA,NA,NA,NA,NA,NA
"2015-07-01","2015-07-01",0.561292303558457,NA,0.0475425042657433,0.163632850569376,NA,NA,NA,NA,NA,NA,NA,NA
"2015-08-01","2015-08-01",0.561573412826772,NA,0.0483359745988478,0.16382991978099,NA,NA,NA,NA,NA,NA,NA,NA
"2015-09-01","2015-09-01",0.560918205229334,NA,NA,0.166835130580066,NA,NA,NA,NA,0.046415358373664,NA,NA,NA
"2015-10-01","2015-10-01",0.562768129359941,NA,NA,0.164672053099194,NA,NA,NA,NA,0.0468732171443101,NA,NA,NA
"2015-11-01","2015-11-01",0.563207512724805,NA,NA,0.166336369135875,NA,NA,NA,NA,0.0457658698235167,NA,NA,NA
"2015-12-01","2015-12-01",0.563011533009353,NA,0.0457974052933166,0.165808625241026,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","2016-01-01",0.560755238218834,NA,NA,0.165080117896337,NA,NA,NA,NA,0.0458949735667214,NA,NA,NA
"2016-02-01","2016-02-01",0.560903887231681,NA,NA,0.166243281390265,NA,NA,NA,NA,0.0464220894100032,NA,NA,NA
"2016-03-01","2016-03-01",0.560852858902117,NA,NA,0.166470121762924,NA,NA,NA,NA,0.0462571252414506,NA,NA,NA
"2016-04-01","2016-04-01",0.560601974127907,NA,NA,0.16724052593243,NA,NA,NA,NA,0.0464462073853945,NA,NA,NA
"2016-05-01","2016-05-01",0.562217354453087,NA,NA,0.165400891199036,NA,NA,NA,NA,0.0463899149181762,NA,NA,NA
"2016-06-01","2016-06-01",0.562680242445224,NA,NA,0.163716411464164,NA,NA,NA,NA,0.046165920204495,NA,NA,NA
"2016-07-01","2016-07-01",0.563655379548895,NA,0.0468392821752471,0.162988451533492,NA,NA,NA,NA,NA,NA,NA,NA
"2016-08-01","2016-08-01",0.565790495034297,NA,0.0468763433967448,0.15992901116215,NA,NA,NA,NA,NA,NA,NA,NA
"2016-09-01","2016-09-01",0.566179576531543,NA,0.047769615544957,0.16004938421799,NA,NA,NA,NA,NA,NA,NA,NA
"2016-10-01","2016-10-01",0.566115134591986,NA,0.0480983819990384,0.161947770591823,NA,NA,NA,NA,NA,NA,NA,NA
"2016-11-01","2016-11-01",0.565450549261116,NA,0.0480964201906408,0.162249915069268,NA,NA,NA,NA,NA,NA,NA,NA
"2016-12-01","2016-12-01",0.564078354997216,NA,0.047788878652563,0.160443546903957,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01","2017-01-01",0.565861473881049,NA,0.0476131739526273,0.161321938394094,NA,NA,NA,NA,NA,NA,NA,NA
"2017-02-01","2017-02-01",0.565270759650367,NA,0.0484950460371983,0.161195444136509,NA,NA,NA,NA,NA,NA,NA,NA
